start,end,corpus,sent_id,left,node,right,node_sentences,term,selection,root,morph,use,target
76,84,ind_news_2024_1M,915024,"Tapi bisa juga PDIP mengusung kadernya sendiri seperti Ahok, itu juga bisa",dimajukan,","" jelas Ginting.","Tapi bisa juga PDIP mengusung kadernya sendiri seperti Ahok, itu juga bisa <m>dimajukan</m>,"" jelas Ginting.",dimajukan,y,maju,di-root-kan,met,pol. nom.
84,92,ind_news_2024_1M,179111,"Dia menegaskan, jika Kaesang menolak, maka KIM harus mempersiapkan nama lain untuk",dimajukan,.,"Dia menegaskan, jika Kaesang menolak, maka KIM harus mempersiapkan nama lain untuk <m>dimajukan</m>.",dimajukan,y,maju,di-root-kan,met,pol. nom.
86,94,ind_news_2024_1M,275275,"Hasto menyebutkan nama sejumlah kader partai berlambang banteng itu, yang berpotensi",dimajukan,dalam kontestasi.,"Hasto menyebutkan nama sejumlah kader partai berlambang banteng itu, yang berpotensi <m>dimajukan</m> dalam kontestasi.",dimajukan,y,maju,di-root-kan,met,pol. nom.
136,144,ind_news_2024_1M,48288,Arinal Djunaidi mengakui bahwa DPP Partai Golkar telah mengeluarkan kebijakan penugasan atau surat perintah rekomendasi nama yang akan,dimajukan,dalam Pilkada Lampung 2024.,Arinal Djunaidi mengakui bahwa DPP Partai Golkar telah mengeluarkan kebijakan penugasan atau surat perintah rekomendasi nama yang akan <m>dimajukan</m> dalam Pilkada Lampung 2024.,dimajukan,y,maju,di-root-kan,met,pol. nom.
41,49,ind_news_2024_1M,490263,"Lantas, seperti apa peluang untuk untuk",dimajukan,di Jakarta?,"Lantas, seperti apa peluang untuk untuk <m>dimajukan</m> di Jakarta?",dimajukan,y,maju,di-root-kan,met,pol. nom.
114,122,ind_news_2024_1M,541946,"Menurut dia, PKB hanya tinggal menunggu Gerindra dalam mengumumkan cagub dan calon wakil gubernur (cawagub) yang",dimajukan,di Jakarta.,"Menurut dia, PKB hanya tinggal menunggu Gerindra dalam mengumumkan cagub dan calon wakil gubernur (cawagub) yang <m>dimajukan</m> di Jakarta.",dimajukan,y,maju,di-root-kan,met,pol. nom.
20,28,ind_news_2024_1M,993556,"""Yang dimulai dari",dimajukan,Gibran Rakabuming Raka sebagai calon wali kota Surakarta.,"""Yang dimulai dari <m>dimajukan</m> Gibran Rakabuming Raka sebagai calon wali kota Surakarta.",dimajukan,y,maju,di-root-kan,met,pol. nom.
128,136,ind_news_2024_1M,27876,"""Alhamdulillah dari 35 kabupaten kota PDIP berhasil memenangkan dari hasil penghitungan suara sementara 19 kabupaten kota yang",dimajukan,itu kader.,"""Alhamdulillah dari 35 kabupaten kota PDIP berhasil memenangkan dari hasil penghitungan suara sementara 19 kabupaten kota yang <m>dimajukan</m> itu kader.",dimajukan,y,maju,di-root-kan,met,pol. nom.
121,129,ind_news_2024_1M,31044,Alumnus Universitas Pertahanan (Unhan) itu kemudian menerima pertanyaan dari awak media soal kabar Ridwan Kamil atau RK,dimajukan,KIM plus di Pilkada Jakarta.,Alumnus Universitas Pertahanan (Unhan) itu kemudian menerima pertanyaan dari awak media soal kabar Ridwan Kamil atau RK <m>dimajukan</m> KIM plus di Pilkada Jakarta.,dimajukan,y,maju,di-root-kan,met,pol. nom.
89,97,ind_news_2024_1M,193947,"Dijelaskan, kalau dilihat dari rekam jejaknya, Ari dinilai sangat layak untuk maju atau",dimajukan,menjadi bakal calon Bupati Kediri ataupun bakal Calon Wakil Bupati Kediri.,"Dijelaskan, kalau dilihat dari rekam jejaknya, Ari dinilai sangat layak untuk maju atau <m>dimajukan</m> menjadi bakal calon Bupati Kediri ataupun bakal Calon Wakil Bupati Kediri.",dimajukan,y,maju,di-root-kan,met,pol. nom.
93,101,ind_news_2024_1M,448069,Ketika dikonfirmasi bahwa namanya masuk radar parpol dan kelompok masyarakat di Sulut untuk,dimajukan,"pada Pilkada Serentak 2024, Carlo mengatakan, sebagai seorang yang pernah berkarir di kepolisian, dirinya siap bila diminta memimpin Sulut.","Ketika dikonfirmasi bahwa namanya masuk radar parpol dan kelompok masyarakat di Sulut untuk <m>dimajukan</m> pada Pilkada Serentak 2024, Carlo mengatakan, sebagai seorang yang pernah berkarir di kepolisian, dirinya siap bila diminta memimpin Sulut.",dimajukan,y,maju,di-root-kan,met,pol. nom.
52,60,ind_news_2024_1M,6604,Ada Menteri Sosial Tri Rismaharini juga yang bakal,dimajukan,PDIP untuk Jakarta.,Ada Menteri Sosial Tri Rismaharini juga yang bakal <m>dimajukan</m> PDIP untuk Jakarta.,dimajukan,y,maju,di-root-kan,met,pol. nom.
84,91,ind_news_2024_1M,944,Abubakar Abdullah dalam sambutannya menekankan peran penting riset dalam mendorong,kemajuan,daerah.,Abubakar Abdullah dalam sambutannya menekankan peran penting riset dalam mendorong <m>kemajuan</m> daerah.,kemajuan,y,maju,ke-root-an,met,
130,137,ind_news_2024_1M,1826,"Acara ini menghadirkan Plt Kepala Balitbangda Provinsi Lampung, Dani Wahyudi, yang menekankan pentingnya riset dan inovasi dalam",kemajuan,pendidikan.,"Acara ini menghadirkan Plt Kepala Balitbangda Provinsi Lampung, Dani Wahyudi, yang menekankan pentingnya riset dan inovasi dalam <m>kemajuan</m> pendidikan.",kemajuan,y,maju,ke-root-an,met,
48,55,ind_news_2024_1M,1856,Acara ini menjadi momen penting untuk membahas,kemajuan,"dalam pengolahan sekretom stem cell sebagai solusi terapi tanpa sel (cell-free therapy), yang merupakan salah satu inovasi terkini dalam dunia kedokteran regeneratif.","Acara ini menjadi momen penting untuk membahas <m>kemajuan</m> dalam pengolahan sekretom stem cell sebagai solusi terapi tanpa sel (cell-free therapy), yang merupakan salah satu inovasi terkini dalam dunia kedokteran regeneratif.",kemajuan,y,maju,ke-root-an,met,
113,120,ind_news_2024_1M,1996,"Acara ini tidak hanya untuk menandai dekade kesuksesan dalam penerapan DBS Therapy, tetapi juga untuk merayakan",kemajuan,teknologi yang akan membawa manfaat lebih besar bagi pasien parkinson.,"Acara ini tidak hanya untuk menandai dekade kesuksesan dalam penerapan DBS Therapy, tetapi juga untuk merayakan <m>kemajuan</m> teknologi yang akan membawa manfaat lebih besar bagi pasien parkinson.",kemajuan,y,maju,ke-root-an,met,
6,13,ind_news_2024_1M,6155,"""Ada",kemajuan,"nyata.""","""Ada <m>kemajuan</m> nyata.""",kemajuan,y,maju,ke-root-an,met,
48,55,ind_news_2024_1M,6493,Ada lima kegiatan berkaitan dengan peningkatan,kemajuan,"riset, yakni riset dan inovasi untuk Indonesia Maju, ada dua kegiatan terkait pengujian produk, yakni pertanian dan kesehatan.","Ada lima kegiatan berkaitan dengan peningkatan <m>kemajuan</m> riset, yakni riset dan inovasi untuk Indonesia Maju, ada dua kegiatan terkait pengujian produk, yakni pertanian dan kesehatan.",kemajuan,y,maju,ke-root-an,met,
17,24,ind_news_2024_1M,6957,Adanya tuntutan,kemajuan,"teknologi dan ilmu pengetahuan, maka saat ini sedang dikembangkan rancangan berbasis kinerja menggunakan prosedur analisis respon wilayah waktu untuk bangunan tahan gempa,"" kata dia.","Adanya tuntutan <m>kemajuan</m> teknologi dan ilmu pengetahuan, maka saat ini sedang dikembangkan rancangan berbasis kinerja menggunakan prosedur analisis respon wilayah waktu untuk bangunan tahan gempa,"" kata dia.",kemajuan,y,maju,ke-root-an,met,
57,64,ind_news_2024_1M,7059,“Ada peluang besar bagi kita untuk melakukan akselerasi,kemajuan,"bagi daerah,” pungkas Yuri Siswanto.","“Ada peluang besar bagi kita untuk melakukan akselerasi <m>kemajuan</m> bagi daerah,” pungkas Yuri Siswanto.",kemajuan,y,maju,ke-root-an,met,
108,115,ind_news_2024_1M,8540,"Adapun dugaan intimidasi tersebut, dianggap Wahyu sebagai bagian dari perjuangan dalam meraih keadilan dan",kemajuan,untuk Lampung Selatan.,"Adapun dugaan intimidasi tersebut, dianggap Wahyu sebagai bagian dari perjuangan dalam meraih keadilan dan <m>kemajuan</m> untuk Lampung Selatan.",kemajuan,y,maju,ke-root-an,met,
94,101,ind_news_2024_1M,10540,Adapun pemerataan teknologi di seluruh wilayah Indonesia dinilai akan berdampak positif pada,kemajuan,negara dan perekonomian.,Adapun pemerataan teknologi di seluruh wilayah Indonesia dinilai akan berdampak positif pada <m>kemajuan</m> negara dan perekonomian.,kemajuan,y,maju,ke-root-an,met,
102,109,ind_news_2024_1M,11848,"Adapun tema tahun ini yakni Nusantara Baru, Indonesia Maju untuk mencerminkan semangat persatuan dan",kemajuan,yang menjadi tekad bangsa dalam menghadapi tantangan masa depan.,"Adapun tema tahun ini yakni Nusantara Baru, Indonesia Maju untuk mencerminkan semangat persatuan dan <m>kemajuan</m> yang menjadi tekad bangsa dalam menghadapi tantangan masa depan.",kemajuan,y,maju,ke-root-an,met,
167,174,ind_news_2024_1M,14581,"Aditya meyakini dengan bekal ilmu pengetahuan dan pengalaman yang diperoleh selama di Lemdik Sespimen, para Serdik akan mampu memberikan kontribusi yang positif bagi",kemajuan,Polri.,"Aditya meyakini dengan bekal ilmu pengetahuan dan pengalaman yang diperoleh selama di Lemdik Sespimen, para Serdik akan mampu memberikan kontribusi yang positif bagi <m>kemajuan</m> Polri.",kemajuan,y,maju,ke-root-an,met,
49,56,ind_news_2024_1M,15657,Agar saya terus melakukan inovasi-inovasi untuk,kemajuan,"Kabupaten Bandung,"" tutur Kang DS seraya disambut tepuk tangan meriah para delegasi ASEAN.","Agar saya terus melakukan inovasi-inovasi untuk <m>kemajuan</m> Kabupaten Bandung,"" tutur Kang DS seraya disambut tepuk tangan meriah para delegasi ASEAN.",kemajuan,y,maju,ke-root-an,met,
54,61,ind_news_2024_1M,15866,Agenda ini merupakan wadah berbagi informasi perihal,kemajuan,", memperdalam pemahaman tentang transformasi pendidikan, dan mengeksplorasi bagaimana upaya-upaya transformasi tersebut selaras dengan tren serta tantangan global.","Agenda ini merupakan wadah berbagi informasi perihal <m>kemajuan</m>, memperdalam pemahaman tentang transformasi pendidikan, dan mengeksplorasi bagaimana upaya-upaya transformasi tersebut selaras dengan tren serta tantangan global.",kemajuan,y,maju,ke-root-an,met,
47,54,ind_news_2024_1M,16637,Agustina menyatakan DPR berkomitmen mendukung,kemajuan,persepakbolaan tanah air.,Agustina menyatakan DPR berkomitmen mendukung <m>kemajuan</m> persepakbolaan tanah air.,kemajuan,y,maju,ke-root-an,met,
21,28,ind_news_2024_1M,22531,Akmal mengapresiasi,kemajuan,kabupaten yang berada di ujung selatan Benua Etam itu.,Akmal mengapresiasi <m>kemajuan</m> kabupaten yang berada di ujung selatan Benua Etam itu.,kemajuan,y,maju,ke-root-an,met,
24,31,ind_news_2024_1M,27168,Aldi telah menunjukkan,kemajuan,"yang signifikan, dan kami akan terus berfokus pada peningkatan fisik dan adaptasi dengan motor YZF-R9, terutama terkait dengan perbedaan berat dan power motor.","Aldi telah menunjukkan <m>kemajuan</m> yang signifikan, dan kami akan terus berfokus pada peningkatan fisik dan adaptasi dengan motor YZF-R9, terutama terkait dengan perbedaan berat dan power motor.",kemajuan,y,maju,ke-root-an,met,
23,30,ind_news_2024_1M,27744,“Alhamdulillah banyak,kemajuan,", peningkatan dari pesertanya karena mereka antusias.","“Alhamdulillah banyak <m>kemajuan</m>, peningkatan dari pesertanya karena mereka antusias.",kemajuan,y,maju,ke-root-an,met,
55,62,ind_news_2024_1M,29906,“Alih tugas jabatan ini akan membawa sinergi baru dan,kemajuan,positif bagi instansi Polri.,“Alih tugas jabatan ini akan membawa sinergi baru dan <m>kemajuan</m> positif bagi instansi Polri.,kemajuan,y,maju,ke-root-an,met,
19,26,ind_news_2024_1M,30018,Ali menilai bahwa,kemajuan,ekonomi suatu masyarakat ternyata diikuti oleh meningkatnya konsumsi telur.,Ali menilai bahwa <m>kemajuan</m> ekonomi suatu masyarakat ternyata diikuti oleh meningkatnya konsumsi telur.,kemajuan,y,maju,ke-root-an,met,
111,118,ind_news_2024_1M,30951,Al Thani mengatakan bahwa penolakan Israel terhadap kembalinya warga Palestina ke Jalur Gaza utara menghambat,kemajuan,"perundingan gencatan senjata, yang mandek pada poin yang sama yang dibahas di Paris pada Maret.","Al Thani mengatakan bahwa penolakan Israel terhadap kembalinya warga Palestina ke Jalur Gaza utara menghambat <m>kemajuan</m> perundingan gencatan senjata, yang mandek pada poin yang sama yang dibahas di Paris pada Maret.",kemajuan,y,maju,ke-root-an,met,
55,62,ind_news_2024_1M,31056,"""Alun-alun Gadobangkong jadi ikon baru sebagai simbol",kemajuan,di Ibu Kota Kabupaten Sukabumi.,"""Alun-alun Gadobangkong jadi ikon baru sebagai simbol <m>kemajuan</m> di Ibu Kota Kabupaten Sukabumi.",kemajuan,y,maju,ke-root-an,met,
121,128,ind_news_2024_1M,31336,"Amanah ini adalah tanggung jawab yang besar, namun dengan dukungan semua pihak, saya yakin kita bisa bekerja sama untuk",kemajuan,"Cianjur yang kita cintai,” kata Metty dalam pidatonya.","Amanah ini adalah tanggung jawab yang besar, namun dengan dukungan semua pihak, saya yakin kita bisa bekerja sama untuk <m>kemajuan</m> Cianjur yang kita cintai,” kata Metty dalam pidatonya.",kemajuan,y,maju,ke-root-an,met,
73,80,ind_news_2024_1M,31614,Ambisi mereka disertai ide-ide revolusioner dan keyakinan kuat terhadap,kemajuan,dan perubahan.,Ambisi mereka disertai ide-ide revolusioner dan keyakinan kuat terhadap <m>kemajuan</m> dan perubahan.,kemajuan,y,maju,ke-root-an,met,
59,66,ind_news_2024_1M,32231,Amran juga memberikan bantuan sebesar Rp 200 miliar untuk,kemajuan,pertanian Babel.,Amran juga memberikan bantuan sebesar Rp 200 miliar untuk <m>kemajuan</m> pertanian Babel.,kemajuan,y,maju,ke-root-an,met,
114,121,ind_news_2024_1M,32305,Amsakar menekankan bahwa UMKM adalah tulang punggung ekonomi Batam dan ASLI akan memastikan dukungan penuh untuk,kemajuan,mereka.,Amsakar menekankan bahwa UMKM adalah tulang punggung ekonomi Batam dan ASLI akan memastikan dukungan penuh untuk <m>kemajuan</m> mereka.,kemajuan,y,maju,ke-root-an,met,
82,89,ind_news_2024_1M,32306,Amsakar mengajak warga Nias yang tinggal di Batam untuk terus berkontribusi bagi,kemajuan,kota.,Amsakar mengajak warga Nias yang tinggal di Batam untuk terus berkontribusi bagi <m>kemajuan</m> kota.,kemajuan,y,maju,ke-root-an,met,
82,89,ind_news_2024_1M,33664,Ancaman ini biasanya berupa peretasan akun WhatsApp seseorang yang didorong oleh,kemajuan,teknologi saat ini.,Ancaman ini biasanya berupa peretasan akun WhatsApp seseorang yang didorong oleh <m>kemajuan</m> teknologi saat ini.,kemajuan,y,maju,ke-root-an,met,
21,28,ind_news_2024_1M,34276,Anda dapat mencapai,kemajuan,dengan kinerja kerja yang baik.,Anda dapat mencapai <m>kemajuan</m> dengan kinerja kerja yang baik.,kemajuan,y,maju,ke-root-an,met,
33,40,ind_news_2024_1M,34843,Anda perlu waktu untuk mencapai,kemajuan,", jadi bagi saya itu tidak sulit.","Anda perlu waktu untuk mencapai <m>kemajuan</m>, jadi bagi saya itu tidak sulit.",kemajuan,y,maju,ke-root-an,met,
111,118,ind_news_2024_1M,35175,"Andi Harun, ini tidak hanya sebagai refleksi atas peristiwa sejarah, tetapi juga sebagai ungkapan syukur atas",kemajuan,yang telah dicapai dan komitmen untuk terus membangun kota ke depan.,"Andi Harun, ini tidak hanya sebagai refleksi atas peristiwa sejarah, tetapi juga sebagai ungkapan syukur atas <m>kemajuan</m> yang telah dicapai dan komitmen untuk terus membangun kota ke depan.",kemajuan,y,maju,ke-root-an,met,
70,77,ind_news_2024_1M,35227,Andika mengatakan bahwa Jateng ialah rumah yang harus dibangun untuk,kemajuan,masyarakat di dalamnya.,Andika mengatakan bahwa Jateng ialah rumah yang harus dibangun untuk <m>kemajuan</m> masyarakat di dalamnya.,kemajuan,y,maju,ke-root-an,met,
58,65,ind_news_2024_1M,35271,Andi koordinator aksi Aliansi Mahasiswa Jawa Timur Untuk,Kemajuan,"Bangsa mendatangi kantor TKD Prabowo-Gibran Jatim, Rabu (17/1/2024).","Andi koordinator aksi Aliansi Mahasiswa Jawa Timur Untuk <m>Kemajuan</m> Bangsa mendatangi kantor TKD Prabowo-Gibran Jatim, Rabu (17/1/2024).",kemajuan,y,maju,ke-root-an,met,
153,160,ind_news_2024_1M,36351,"Anggota DPD RI Dapil DKI Jakarta, Fahira Idris, mengungkapkan, putusan MK yang menurunkan secara signifikan ambang batas pencalonan akan mengakselerasi",kemajuan,demokrasi lokal di Indonesia.,"Anggota DPD RI Dapil DKI Jakarta, Fahira Idris, mengungkapkan, putusan MK yang menurunkan secara signifikan ambang batas pencalonan akan mengakselerasi <m>kemajuan</m> demokrasi lokal di Indonesia.",kemajuan,y,maju,ke-root-an,met,
24,31,ind_news_2024_1M,37857,“Angka ini menunjukkan,kemajuan,"yang signifikan dibandingkan tahun-tahun sebelumnya,” tutup Pj Wali Kota.","“Angka ini menunjukkan <m>kemajuan</m> yang signifikan dibandingkan tahun-tahun sebelumnya,” tutup Pj Wali Kota.",kemajuan,y,maju,ke-root-an,met,
69,76,ind_news_2024_1M,37979,Angka itu menempatkan Jawa Timur sebagai salah satu provinsi dengan,kemajuan,terbesar dalam pengentasan kemiskinan di Indonesia.,Angka itu menempatkan Jawa Timur sebagai salah satu provinsi dengan <m>kemajuan</m> terbesar dalam pengentasan kemiskinan di Indonesia.,kemajuan,y,maju,ke-root-an,met,
54,61,ind_news_2024_1M,38390,"Angka tersebut tidak kecil, tetapi demi meningkatkan",kemajuan,"sepak bola Indonesia, hal tersebut harus dilakukan.","Angka tersebut tidak kecil, tetapi demi meningkatkan <m>kemajuan</m> sepak bola Indonesia, hal tersebut harus dilakukan.",kemajuan,y,maju,ke-root-an,met,
80,87,ind_news_2024_1M,39385,Anna Mu'awanah merupakan sosok yang terbukti memiliki dedikasi tinggi terhadap,kemajuan,daerahnya.,Anna Mu'awanah merupakan sosok yang terbukti memiliki dedikasi tinggi terhadap <m>kemajuan</m> daerahnya.,kemajuan,y,maju,ke-root-an,met,
73,80,ind_news_2024_1M,39957,"“Antisipasi hoax, ini berkaitan dengan peran pers. Kita ketahui bersama",kemajuan,teknologi sekarang orang bisa menjadi penyedia informasi.,"“Antisipasi hoax, ini berkaitan dengan peran pers. Kita ketahui bersama <m>kemajuan</m> teknologi sekarang orang bisa menjadi penyedia informasi.",kemajuan,y,maju,ke-root-an,met,
51,58,ind_news_2024_1M,40205,Antusiasme dan pencapaian signifikan ini menandai,kemajuan,penting dalam industri investasi Indonesia.,Antusiasme dan pencapaian signifikan ini menandai <m>kemajuan</m> penting dalam industri investasi Indonesia.,kemajuan,y,maju,ke-root-an,met,
62,69,ind_news_2024_1M,40383,Anwar Hafid merupakan figur pemimpin yang meletakkan fondasi,kemajuan,Morowali.,Anwar Hafid merupakan figur pemimpin yang meletakkan fondasi <m>kemajuan</m> Morowali.,kemajuan,y,maju,ke-root-an,met,
130,137,ind_news_2024_1M,40405,Anwar menegaskan relawan muda yang tergabung dalam Jateng Muda berkomitmen untuk mendukung Luthfi dan Taj Yasin dalam mewujudkan,kemajuan,dan keberlanjutan bagi masyarakat Jawa Tengah.,Anwar menegaskan relawan muda yang tergabung dalam Jateng Muda berkomitmen untuk mendukung Luthfi dan Taj Yasin dalam mewujudkan <m>kemajuan</m> dan keberlanjutan bagi masyarakat Jawa Tengah.,kemajuan,y,maju,ke-root-an,met,
87,94,ind_news_2024_1M,42448,Apalagi Aa Oni Suwarman merupakan putra asli Subang yang diharapkan bisa menghadirkan,kemajuan,bagi daerah dan warganya.,Apalagi Aa Oni Suwarman merupakan putra asli Subang yang diharapkan bisa menghadirkan <m>kemajuan</m> bagi daerah dan warganya.,kemajuan,y,maju,ke-root-an,met,
67,74,ind_news_2024_1M,42961,"Apalagi Eman dikenal bersih, jujur dan sederhana dan bisa membawa",kemajuan,di masa depan.,"Apalagi Eman dikenal bersih, jujur dan sederhana dan bisa membawa <m>kemajuan</m> di masa depan.",kemajuan,y,maju,ke-root-an,met,
